id,name,rank1,rank2,rank3,rank4,rank5,trade_val1,trade_val2,trade_val3,trade_val4,trade_val5,eu_row_split
c4_2_1_1_1_2,7MI: Mechanical machinery (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_1,71MI: Mechanical power generators (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_1_1,25.3B: Parts of steam generators & nuclear reactors,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_1_2,"28.1C: Gas turbines and parts of engines, turbines & fluid power equipment",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_1_3,29.1A: Internal combustion engines for motor vehicles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_1_4,30.3A: Aircraft engines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_2,72I: Specialised machinery (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_2_1,18.1: Printing type & blocks,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_2_2,"28.2B: Buckets, shovels, grabs & grips for cranes & excavators",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_2_3,28.3C: Parts of agricultural machinery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_2_4,28.4B: Parts of specialised machine tools,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_2_5,28.9C: Parts of special purpose machinery n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_3,73I: Metal working machinery (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_3_1,27.9B: Parts of electric soldering & welding machines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_3_2,28.2D: Parts of non-electric soldering & welding machines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_3_3,"28.4D: Parts of metal working tools, work holders & tool holders",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_3_4,28.9E: Parts of machines for metallurgy,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_4,74I: General industrial machinery (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_4_1,25.9B: Ships'propellers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_4_2,"28.1E: Tapes, valves, bearings, gears etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_2_4_3,28.2G: Parts of general purpose machinery n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3,7MK: Mechanical machinery (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_1,71MK: Mechanical power generators (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_1_1,20.13E: Fuel elements for nuclear reactors,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_1_2,25.3A: Steam generators & nuclear reactors,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_1_3,"28.1B: Other engines, turbines, hydraulic & pneumatic motors",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_2,72K: Specialised machinery (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_2_1,28.2A: Sheet-fed offset printing machinery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_2_2,28.3B: Agricultural machinery n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_2_3,28.4A: Specialised machine tools,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_2_4,28.9B: Special purpose machinery n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_3,73K: Metal working machinery (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_3_1,27.9A: Electric soldering & welding machines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_3_2,28.2C: Non-electric soldering & welding machines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_3_3,28.4C: Metal working tools,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_3_4,28.9D: Machinery for metallurgy,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_4,74K: General industrial machinery (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_4_1,25.7B: Moulds for metal foundry,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_4_2,27.5C: Non-electric water heaters,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_4_3,28.1D: Pumps & compressors,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_4_4,28.2F: General purpose machinery n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_4_5,28.3D: Agricultural spraying machinery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_4_6,28.9F: Special purpose machinery classified as general purpose in SITC,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_1_3_4_7,32.5B: Medical sterilisers & laboratory centrifuges,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2,7E: Electrical machinery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1,7EC: Electrical machinery (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1_1,75C: Office machinery (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1_1_1,28.2H: Pocket calculators,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1_2,76C: Telecoms & sound equipment (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1_2_1,"26.4A: Consumer radios, televisions etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1_3,77C: Miscellaneous electrical goods (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1_3_1,27.2A: Batteries,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1_3_2,27.4A: Filament light bulbs,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_1_3_3,27.5D: Electric domestic appliances,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2,7EI: Electrical machinery (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_1,71EI: Electric motors (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_1_1,27.1B: Parts of electric motors & generators,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_2,75I: Office machinery (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_2_1,26.2B: Parts of computers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_2_2,28.2J: Parts of office machines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_3,76I: Telecoms & sound equipment (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_3_1,26.1A: Pick-up cartridges,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_3_2,26.3B: Parts of telephone & broadcasting equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_3_3,26.4C: Parts of sound & video equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_3_4,26.5B: Parts of navigating equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4,77I: Miscellaneous electrical goods (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_1,23.1C: Glass electrical insulators,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_2,23.4C: Ceramic insulators & insulating fittings,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_3,26.1C: Electronic components & printed circuits,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_4,26.6B: Parts of electrodiagnostic & radiological apparatus,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_5,"27.1D: Parts of electric power machinery, electricity distribution & control apparatus",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_6,27.2B: Accumulators and parts of batteries & accumulators,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_7,"27.3A: Electronic & electric wires, cable trays for electrical circuites",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_8,27.4B: Non-filament bulbs,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_9,27.5F: Parts of electric domestic appliances,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_10,27.9D: Parts of other electrical equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_11,29.3A: Electrical equipment for motor vehicles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_2_4_12,38.1P: Waste & scrap of batteries & accumulators,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3,7EK: Electrical machinery (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_1,71EK: Electric motors (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_1_1,27.1A: Electric motors & generators,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_2,75K: Office machinery (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_2_1,26.2A: Computers & peripherals,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_2_2,28.2I: Other office machines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_2_3,28.9G: Printers & fax machines not connected to computers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_3,76K: Telecoms & sound equipment (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_3_1,26.2C: Computer monitors & projectors,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_3_2,26.3A: Telephone & broadcasting equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_3_3,26.4B: Industrial sound & video equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_3_4,26.5A: Navigating equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_3_5,26.7A: Digital cameras,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_3_6,28.2K: Dictating machines,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4,77K: Miscellaneous electrical goods (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_1,23.4B: Non-metal magnets,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_2,25.9C: Metal magnets,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_3,26.1B: Multi-chip integrated circuits,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_4,26.3C: Burglar & fire alarms,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_5,26.6A: Electrodiagnostic & radiological apparatus,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_6,27.1C: Electric power machinery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_7,27.5E: Non-electric vacuum cleaners,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_8,27.9C: Other electrical equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_9,28.2L: Electromechanical hand tools,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_10,28.4E: Electroplating machinery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_1_2_3_4_11,28.9H: Sun-tanning equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2,78: Road vehicles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_1,78M: Cars,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_1_1,29.1B: Cars,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_2,78C: Road vehicles other than cars (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_2_1,29.2A: Caravans,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_2_2,"30.9A: Motor cycles, bicyles & invalid carriage",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_3,78I: Road vehicles other than cars (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_3_1,29.2C: Motor vehicle bodies and parts of trailers & other vehicles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_3_2,29.3B: Other motor vehicle parts & accessories,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_3_3,"30.9C: Motor cycle, bicycle & invalid carriage parts & accessories",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_4,78K: Road vehicles other than cars (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_4_1,28.3E: Self-loading trailers for agriculture,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_4_2,28.9I: Dumpers for off-highway use,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_4_3,29.1C: Other road motor vehicles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_4_4,29.2B: Other trailers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_2_4_5,30.9B: Vehicles not mechanically propelled,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3,79: Other transport equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_1,791I: Railway equipment (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_1_1,30.2B: Railway parts,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_2,791K: Railway equipment (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_2_1,30.2A: Railway vehicles & equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_3,792/3: Ships & aircraft,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_3_1,792: Aircraft,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_3_1_1,28.9J: Aircraft launching gear,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_3_1_2,30.3B: Aircraft,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_3_2,793: Ships,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_3_2_1,"30.1: Ships, boats & floating structures",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_1_3_3_2_2,38.1Q: Ships for breaking up,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2,8: Miscellaneous manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1,84and85: Clothing & footwear,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_1,84: Clothing,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_1_1,13.9D: Imitation fur,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_1_2,14.1C: Clothes & clothing accessories,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_1_3,14.2: Articles of fur,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_1_4,14.3: Knitted & crotcheted hosiery & cardigans,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_1_5,22.1D: Rubber clothes & clothing accessories,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_1_6,22.2E: Plastic clothes & clothing accessories,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_1_7,32.9A: Protective gloves & headwear,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_2,85: Footwear,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_2_1,15.2: Footwear,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_2_2,16.2D: Wooden parts of footwear,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_2_3,22.1E: Rubber soles & heels,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_2_4,22.2F: Plastic soles & heels,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_1_2_5,32.3A: Ski-boots,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2,87and88: Scientific & photographic,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1,87and88C: Scientific & photographic (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1_1,87C: Scientific instruments (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1_1_1,26.7B: Binoculars,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1_2,88C: Photographic & optical goods & clocks (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1_2_1,15.1C: Non-metal watch straps,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1_2_2,26.5E: Consumer watches & clocks,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1_2_3,26.7E: Cameras & other photographic equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1_2_4,32.1C: Metal watch straps,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_1_2_5,32.5D: Spectacles & spectacle lenses,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2,87and88I: Scientific & photographic (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_1,87I: Scientific instruments (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_1_1,26.5D: Parts of measuring & testing equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_1_2,26.7D: Parts of optical instruments,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_2,88I: Photographic & optical goods & clocks (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_2_1,20.5D: Unexposed photographic film & other photographic supplies,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_2_2,26.5G: Instrumental panel clocks and parts of watches & clocks,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_2_3,26.7G: Other optical goods,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_2_4,27.3B: Optical fibre bundles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_2_5,32.5E: Spectacle frames & contact lenses,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_2_6,59.1A: Exposed cinematographic film,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_2_2_7,74.2: Exposed photographic film,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3,87and88K: Scientific & photographic (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_1,87K: Scientific instruments (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_1_1,26.5C: Measuring & testing equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_1_2,26.7C: Other optical instruments,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_1_3,"28.2M: Levels, tape measures etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_1_4,28.9K: Machines for balancing mechanical parts,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_1_5,32.5C: Medical instruments n.e.s,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_1_6,"32.9B: Breathing appliances, gas masks & demonstration models",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_2,88K: Photographic & optical goods & clocks (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_2_1,26.5F: Industrial clocks,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_2_3_2_2,26.7F: Cinematographic cameras & projectors,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3,8O: Other manufactures,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_1,896: Works of art,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_1_1,90.0: Paintings & sculptures,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_1_2,91.0: Antiques & collections,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_2,897C: Jewellery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_2_1,32.1D: Jewellery,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3,8OC: Other miscellaneous manufactures (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_1,"81C: Plumbing, heating & lighting fixtures (consumer)",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_1_1,27.4C: Table & floor-standing lamps,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_2,82C: Furniture (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_2_1,31.0A: Household furniture,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_2_2,"13.9C: Cushions, pillows, quilts etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_3,"83: Travel goods, handbags etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_3_1,"15.1B: Travel goods, handbags etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4,89OC: Other manufactures (consumer),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_1,13.9E: Powder puffs,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_2,"16.2E: Basketware, wickerwork & other articles of plaiting materials",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_3,20.5E: Matches,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_4,22.2G: Other plastic articles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_5,26.2D: Solid-state non-volatile storage devices,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_6,26.4D: Video game consoles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_7,26.6C: Hearing aids & pacemakers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_8,26.8: Magnetic & optical media,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_9,"27.3C: Plastic ducting, trunking & cable trays for electrical circuits",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_10,27.4E: Christmas lights,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_11,30.9D: Baby carriages,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_12,32.2A: Musical instruments,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_13,32.3B: Sports goods,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_14,32.4A: Consumer games & toys,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_15,32.5F: Orthopaedic appliances,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_16,32.9C: Other manufactured consumer articles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_17,58.1A: Consumer printed matter,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_18,58.2: Packaged computer software,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_19,59.1B: Video recordings,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_3_4_20,59.2: Audio recordings & printed music,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4,8OI: Other miscellaneous manufactures (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1,"81I: Plumbing, heating & lighting fixtures (intermediate)",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1_1,16.2C: Prefabricated buildings of wood,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1_2,22.2D: Plastic parts of lamps,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1_3,23.1D: Glass parts of lamps,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1_4,23.4D: Ceramic sanitary fixtures,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1_5,23.6C: Prefabricated buildings of concrete,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1_6,25.1B: Prefrabricated buildings of metal,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1_7,25.2C: Parts of central heating boilers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_1_8,27.4D: Other lamps,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_2,82I: Furniture (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_2_1,29.3C: Seats for motor vehicles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_2_2,30.3C: Seats for aircraft,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_2_3,31.0C: Parts of assets,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3,89I: Other manufactures (intermediate),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_1,10.1G: Worked bird skins & feathers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_2,13.9F: Parachutes,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_3,16.2F: Handles for umbrellas & walking sticks,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_4,17.2C: Paper labels,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_5,20.5F: Writing & drawing ink,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_6,"22.2H: Plastic packing goods, floor coverings, office supplies etc",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_7,25.9E: Metal office supplies,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_8,32.2B: Musical accessories & parts of musical instruments,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_9,32.9E: Other manufactured articles,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_10,58.1B: Commercial printed matter,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_4_3_11,71.1: Architectural plans & drawings,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5,8OK: Other miscellaneous manufactures (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_1,"81K: Plumbing, heating & lighting fixtures (capital)",A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_1_1,25.2B: Central heating radiators & boilers,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_1_2,27.5G: Non-electric air heaters,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_2,82K: Furniture (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_2_1,31.0B: Office furniture,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_3,89K: Other manufactures (capital),A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_3_1,24.4F: Platinum catalysts,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_3_2,25.9D: Metal office equipment,A,B,C,D,E,5,4,3,2,1,0.5
c4_2_2_3_5_3_3,26.1D: Smart cards,A,B,C,D,E,5,4,3,2,1,0.5
