id,parentId,name,size,var2,var3,var4,var5
c4_2_1_1_1_3_2_4,c4_2_1_1_1_3_2,28.9B: Special purpose machinery n.e.s,1,1,1,1,1
c4_2_1_1_1_3_3,c4_2_1_1_1_3,73K: Metal working machinery (capital),1,1,1,1,1
c4_2_1_1_1_3_3_1,c4_2_1_1_1_3_3,27.9A: Electric soldering & welding machines,1,1,1,1,1
c4_2_1_1_1_3_3_2,c4_2_1_1_1_3_3,28.2C: Non-electric soldering & welding machines,1,1,1,1,1
c4_2_1_1_1_3_3_3,c4_2_1_1_1_3_3,28.4C: Metal working tools,1,1,1,1,1
c4_2_1_1_1_3_3_4,c4_2_1_1_1_3_3,28.9D: Machinery for metallurgy,1,1,1,1,1
c4_2_1_1_1_3_4,c4_2_1_1_1_3,74K: General industrial machinery (capital),1,1,1,1,1
c4_2_1_1_1_3_4_1,c4_2_1_1_1_3_4,25.7B: Moulds for metal foundry,1,1,1,1,1
c4_2_1_1_1_3_4_2,c4_2_1_1_1_3_4,27.5C: Non-electric water heaters,1,1,1,1,1
c4_2_1_1_1_3_4_3,c4_2_1_1_1_3_4,28.1D: Pumps & compressors,1,1,1,1,1
c4_2_1_1_1_3_4_4,c4_2_1_1_1_3_4,28.2F: General purpose machinery n.e.s,1,1,1,1,1
c4_2_1_1_1_3_4_5,c4_2_1_1_1_3_4,28.3D: Agricultural spraying machinery,1,1,1,1,1
c4_2_1_1_1_3_4_6,c4_2_1_1_1_3_4,28.9F: Special purpose machinery classified as general purpose in SITC,1,1,1,1,1
c4_2_1_1_1_3_4_7,c4_2_1_1_1_3_4,32.5B: Medical sterilisers & laboratory centrifuges,1,1,1,1,1
c4_2_1_1_2,c4_2_1_1,7E: Electrical machinery,1,1,1,1,1
c4_2_1_1_2_1,c4_2_1_1_2,7EC: Electrical machinery (consumer),1,1,1,1,1
c4_2_1_1_2_1_1,c4_2_1_1_2_1,75C: Office machinery (consumer),1,1,1,1,1
c4_2_1_1_2_1_1_1,c4_2_1_1_2_1_1,28.2H: Pocket calculators,1,1,1,1,1
c4_2_1_1_2_1_2,c4_2_1_1_2_1,76C: Telecoms & sound equipment (consumer),1,1,1,1,1
c4_2_1_1_2_1_2_1,c4_2_1_1_2_1_2,"26.4A: Consumer radios, televisions etc",1,1,1,1,1
c4_2_1_1_2_1_3,c4_2_1_1_2_1,77C: Miscellaneous electrical goods (consumer),1,1,1,1,1
c4_2_1_1_2_1_3_1,c4_2_1_1_2_1_3,27.2A: Batteries,1,1,1,1,1
c4_2_1_1_2_1_3_2,c4_2_1_1_2_1_3,27.4A: Filament light bulbs,1,1,1,1,1
c4_2_1_1_2_1_3_3,c4_2_1_1_2_1_3,27.5D: Electric domestic appliances,1,1,1,1,1
c4_2_1_1_2_2,c4_2_1_1_2,7EI: Electrical machinery (intermediate),1,1,1,1,1
c4_2_1_1_2_2_1,c4_2_1_1_2_2,71EI: Electric motors (intermediate),1,1,1,1,1
c4_2_1_1_2_2_1_1,c4_2_1_1_2_2_1,27.1B: Parts of electric motors & generators,1,1,1,1,1
c4_2_1_1_2_2_2,c4_2_1_1_2_2,75I: Office machinery (intermediate),1,1,1,1,1
c4_2_1_1_2_2_2_1,c4_2_1_1_2_2_2,26.2B: Parts of computers,1,1,1,1,1
c4_2_1_1_2_2_2_2,c4_2_1_1_2_2_2,28.2J: Parts of office machines,1,1,1,1,1
c4_2_1_1_2_2_3,c4_2_1_1_2_2,76I: Telecoms & sound equipment (intermediate),1,1,1,1,1
c4_2_1_1_2_2_3_1,c4_2_1_1_2_2_3,26.1A: Pick-up cartridges,1,1,1,1,1
c4_2_1_1_2_2_3_2,c4_2_1_1_2_2_3,26.3B: Parts of telephone & broadcasting equipment,1,1,1,1,1
c4_2_1_1_2_2_3_3,c4_2_1_1_2_2_3,26.4C: Parts of sound & video equipment,1,1,1,1,1
c4_2_1_1_2_2_3_4,c4_2_1_1_2_2_3,26.5B: Parts of navigating equipment,1,1,1,1,1
c4_2_1_1_2_2_4,c4_2_1_1_2_2,77I: Miscellaneous electrical goods (intermediate),1,1,1,1,1
c4_2_1_1_2_2_4_1,c4_2_1_1_2_2_4,23.1C: Glass electrical insulators,1,1,1,1,1
c4_2_1_1_2_2_4_2,c4_2_1_1_2_2_4,23.4C: Ceramic insulators & insulating fittings,1,1,1,1,1
c4_2_1_1_2_2_4_3,c4_2_1_1_2_2_4,26.1C: Electronic components & printed circuits,1,1,1,1,1
c4_2_1_1_2_2_4_4,c4_2_1_1_2_2_4,26.6B: Parts of electrodiagnostic & radiological apparatus,1,1,1,1,1
c4_2_1_1_2_2_4_5,c4_2_1_1_2_2_4,"27.1D: Parts of electric power machinery, electricity distribution & control apparatus",1,1,1,1,1
c4_2_1_1_2_2_4_6,c4_2_1_1_2_2_4,27.2B: Accumulators and parts of batteries & accumulators,1,1,1,1,1
c4_2_1_1_2_2_4_7,c4_2_1_1_2_2_4,"27.3A: Electronic & electric wires, cable trays for electrical circuites",1,1,1,1,1
c4_2_1_1_2_2_4_8,c4_2_1_1_2_2_4,27.4B: Non-filament bulbs,1,1,1,1,1
c4_2_1_1_2_2_4_9,c4_2_1_1_2_2_4,27.5F: Parts of electric domestic appliances,1,1,1,1,1
c4_2_1_1_2_2_4_10,c4_2_1_1_2_2_4,27.9D: Parts of other electrical equipment,1,1,1,1,1
c4_2_1_1_2_2_4_11,c4_2_1_1_2_2_4,29.3A: Electrical equipment for motor vehicles,1,1,1,1,1
c4_2_1_1_2_2_4_12,c4_2_1_1_2_2_4,38.1P: Waste & scrap of batteries & accumulators,1,1,1,1,1
c4_2_1_1_2_3,c4_2_1_1_2,7EK: Electrical machinery (intermediate),1,1,1,1,1
c4_2_1_1_2_3_1,c4_2_1_1_2_3,71EK: Electric motors (capital),1,1,1,1,1
c4_2_1_1_2_3_1_1,c4_2_1_1_2_3_1,27.1A: Electric motors & generators,1,1,1,1,1
c4_2_1_1_2_3_2,c4_2_1_1_2_3,75K: Office machinery (capital),1,1,1,1,1
c4_2_1_1_2_3_2_1,c4_2_1_1_2_3_2,26.2A: Computers & peripherals,1,1,1,1,1
c4_2_1_1_2_3_2_2,c4_2_1_1_2_3_2,28.2I: Other office machines,1,1,1,1,1
c4_2_1_1_2_3_2_3,c4_2_1_1_2_3_2,28.9G: Printers & fax machines not connected to computers,1,1,1,1,1
c4_2_1_1_2_3_3,c4_2_1_1_2_3,76K: Telecoms & sound equipment (capital),1,1,1,1,1
c4_2_1_1_2_3_3_1,c4_2_1_1_2_3_3,26.2C: Computer monitors & projectors,1,1,1,1,1
c4_2_1_1_2_3_3_2,c4_2_1_1_2_3_3,26.3A: Telephone & broadcasting equipment,1,1,1,1,1
c4_2_1_1_2_3_3_3,c4_2_1_1_2_3_3,26.4B: Industrial sound & video equipment,1,1,1,1,1
c4_2_1_1_2_3_3_4,c4_2_1_1_2_3_3,26.5A: Navigating equipment,1,1,1,1,1
c4_2_1_1_2_3_3_5,c4_2_1_1_2_3_3,26.7A: Digital cameras,1,1,1,1,1
c4_2_1_1_2_3_3_6,c4_2_1_1_2_3_3,28.2K: Dictating machines,1,1,1,1,1
c4_2_1_1_2_3_4,c4_2_1_1_2_3,77K: Miscellaneous electrical goods (capital),1,1,1,1,1
c4_2_1_1_2_3_4_1,c4_2_1_1_2_3_4,23.4B: Non-metal magnets,1,1,1,1,1
c4_2_1_1_2_3_4_2,c4_2_1_1_2_3_4,25.9C: Metal magnets,1,1,1,1,1
c4_2_1_1_2_3_4_3,c4_2_1_1_2_3_4,26.1B: Multi-chip integrated circuits,1,1,1,1,1
c4_2_1_1_2_3_4_4,c4_2_1_1_2_3_4,26.3C: Burglar & fire alarms,1,1,1,1,1
c4_2_1_1_2_3_4_5,c4_2_1_1_2_3_4,26.6A: Electrodiagnostic & radiological apparatus,1,1,1,1,1
c4_2_1_1_2_3_4_6,c4_2_1_1_2_3_4,27.1C: Electric power machinery,1,1,1,1,1
c4_2_1_1_2_3_4_7,c4_2_1_1_2_3_4,27.5E: Non-electric vacuum cleaners,1,1,1,1,1
c4_2_1_1_2_3_4_8,c4_2_1_1_2_3_4,27.9C: Other electrical equipment,1,1,1,1,1
c4_2_1_1_2_3_4_9,c4_2_1_1_2_3_4,28.2L: Electromechanical hand tools,1,1,1,1,1
c4_2_1_1_2_3_4_10,c4_2_1_1_2_3_4,28.4E: Electroplating machinery,1,1,1,1,1
c4_2_1_1_2_3_4_11,c4_2_1_1_2_3_4,28.9H: Sun-tanning equipment,1,1,1,1,1
c4_2_1_2,c4_2_1,78: Road vehicles,1,1,1,1,1
c4_2_1_2_1,c4_2_1_2,78M: Cars,1,1,1,1,1
c4_2_1_2_1_1,c4_2_1_2_1,29.1B: Cars,1,1,1,1,1
c4_2_1_2_2,c4_2_1_2,78C: Road vehicles other than cars (consumer),1,1,1,1,1
c4_2_1_2_2_1,c4_2_1_2_2,29.2A: Caravans,1,1,1,1,1
c4_2_1_2_2_2,c4_2_1_2_2,"30.9A: Motor cycles, bicyles & invalid carriage",1,1,1,1,1
c4_2_1_2_3,c4_2_1_2,78I: Road vehicles other than cars (intermediate),1,1,1,1,1
c4_2_1_2_3_1,c4_2_1_2_3,29.2C: Motor vehicle bodies and parts of trailers & other vehicles,1,1,1,1,1
c4_2_1_2_3_2,c4_2_1_2_3,29.3B: Other motor vehicle parts & accessories,1,1,1,1,1
c4_2_1_2_3_3,c4_2_1_2_3,"30.9C: Motor cycle, bicycle & invalid carriage parts & accessories",1,1,1,1,1
c4_2_1_2_4,c4_2_1_2,78K: Road vehicles other than cars (capital),1,1,1,1,1
c4_2_1_2_4_1,c4_2_1_2_4,28.3E: Self-loading trailers for agriculture,1,1,1,1,1
c4_2_1_2_4_2,c4_2_1_2_4,28.9I: Dumpers for off-highway use,1,1,1,1,1
c4_2_1_2_4_3,c4_2_1_2_4,29.1C: Other road motor vehicles,1,1,1,1,1
c4_2_1_2_4_4,c4_2_1_2_4,29.2B: Other trailers,1,1,1,1,1
c4_2_1_2_4_5,c4_2_1_2_4,30.9B: Vehicles not mechanically propelled,1,1,1,1,1
c4_2_1_3,c4_2_1,79: Other transport equipment,1,1,1,1,1
c4_2_1_3_1,c4_2_1_3,791I: Railway equipment (intermediate),1,1,1,1,1
c4_2_1_3_1_1,c4_2_1_3_1,30.2B: Railway parts,1,1,1,1,1
c4_2_1_3_2,c4_2_1_3,791K: Railway equipment (capital),1,1,1,1,1
c4_2_1_3_2_1,c4_2_1_3_2,30.2A: Railway vehicles & equipment,1,1,1,1,1
c4_2_1_3_3,c4_2_1_3,792/3: Ships & aircraft,1,1,1,1,1
c4_2_1_3_3_1,c4_2_1_3_3,792: Aircraft,1,1,1,1,1
c4_2_1_3_3_1_1,c4_2_1_3_3_1,28.9J: Aircraft launching gear,1,1,1,1,1
c4_2_1_3_3_1_2,c4_2_1_3_3_1,30.3B: Aircraft,1,1,1,1,1
c4_2_1_3_3_2,c4_2_1_3_3,793: Ships,1,1,1,1,1
c4_2_1_3_3_2_1,c4_2_1_3_3_2,"30.1: Ships, boats & floating structures",1,1,1,1,1
c4_2_1_3_3_2_2,c4_2_1_3_3_2,38.1Q: Ships for breaking up,1,1,1,1,1
c4_2_2,c4_2,8: Miscellaneous manufactures,1,1,1,1,1
c4_2_2_1,c4_2_2,84and85: Clothing & footwear,1,1,1,1,1
c4_2_2_1_1,c4_2_2_1,84: Clothing,1,1,1,1,1
c4_2_2_1_1_1,c4_2_2_1_1,13.9D: Imitation fur,1,1,1,1,1
c4_2_2_1_1_2,c4_2_2_1_1,14.1C: Clothes & clothing accessories,1,1,1,1,1
c4_2_2_1_1_3,c4_2_2_1_1,14.2: Articles of fur,1,1,1,1,1
c4_2_2_1_1_4,c4_2_2_1_1,14.3: Knitted & crotcheted hosiery & cardigans,1,1,1,1,1
c4_2_2_1_1_5,c4_2_2_1_1,22.1D: Rubber clothes & clothing accessories,1,1,1,1,1
c4_2_2_1_1_6,c4_2_2_1_1,22.2E: Plastic clothes & clothing accessories,1,1,1,1,1
c4_2_2_1_1_7,c4_2_2_1_1,32.9A: Protective gloves & headwear,1,1,1,1,1
c4_2_2_1_2,c4_2_2_1,85: Footwear,1,1,1,1,1
c4_2_2_1_2_1,c4_2_2_1_2,15.2: Footwear,1,1,1,1,1
c4_2_2_1_2_2,c4_2_2_1_2,16.2D: Wooden parts of footwear,1,1,1,1,1
c4_2_2_1_2_3,c4_2_2_1_2,22.1E: Rubber soles & heels,1,1,1,1,1
c4_2_2_1_2_4,c4_2_2_1_2,22.2F: Plastic soles & heels,1,1,1,1,1
c4_2_2_1_2_5,c4_2_2_1_2,32.3A: Ski-boots,1,1,1,1,1
c4_2_2_2,c4_2_2,87and88: Scientific & photographic,1,1,1,1,1
c4_2_2_2_1,c4_2_2_2,87and88C: Scientific & photographic (consumer),1,1,1,1,1
c4_2_2_2_1_1,c4_2_2_2_1,87C: Scientific instruments (consumer),1,1,1,1,1
c4_2_2_2_1_1_1,c4_2_2_2_1_1,26.7B: Binoculars,1,1,1,1,1
c4_2_2_2_1_2,c4_2_2_2_1,88C: Photographic & optical goods & clocks (consumer),1,1,1,1,1
c4_2_2_2_1_2_1,c4_2_2_2_1_2,15.1C: Non-metal watch straps,1,1,1,1,1
c4_2_2_2_1_2_2,c4_2_2_2_1_2,26.5E: Consumer watches & clocks,1,1,1,1,1
c4_2_2_2_1_2_3,c4_2_2_2_1_2,26.7E: Cameras & other photographic equipment,1,1,1,1,1
c4_2_2_2_1_2_4,c4_2_2_2_1_2,32.1C: Metal watch straps,1,1,1,1,1
c4_2_2_2_1_2_5,c4_2_2_2_1_2,32.5D: Spectacles & spectacle lenses,1,1,1,1,1
c4_2_2_2_2,c4_2_2_2,87and88I: Scientific & photographic (intermediate),1,1,1,1,1
c4_2_2_2_2_1,c4_2_2_2_2,87I: Scientific instruments (intermediate),1,1,1,1,1
c4_2_2_2_2_1_1,c4_2_2_2_2_1,26.5D: Parts of measuring & testing equipment,1,1,1,1,1
c4_2_2_2_2_1_2,c4_2_2_2_2_1,26.7D: Parts of optical instruments,1,1,1,1,1
c4_2_2_2_2_2,c4_2_2_2_2,88I: Photographic & optical goods & clocks (intermediate),1,1,1,1,1
c4_2_2_2_2_2_1,c4_2_2_2_2_2,20.5D: Unexposed photographic film & other photographic supplies,1,1,1,1,1
c4_2_2_2_2_2_2,c4_2_2_2_2_2,26.5G: Instrumental panel clocks and parts of watches & clocks,1,1,1,1,1
c4_2_2_2_2_2_3,c4_2_2_2_2_2,26.7G: Other optical goods,1,1,1,1,1
c4_2_2_2_2_2_4,c4_2_2_2_2_2,27.3B: Optical fibre bundles,1,1,1,1,1
c4_2_2_2_2_2_5,c4_2_2_2_2_2,32.5E: Spectacle frames & contact lenses,1,1,1,1,1
c4_2_2_2_2_2_6,c4_2_2_2_2_2,59.1A: Exposed cinematographic film,1,1,1,1,1
c4_2_2_2_2_2_7,c4_2_2_2_2_2,74.2: Exposed photographic film,1,1,1,1,1
c4_2_2_2_3,c4_2_2_2,87and88K: Scientific & photographic (capital),1,1,1,1,1
c4_2_2_2_3_1,c4_2_2_2_3,87K: Scientific instruments (capital),1,1,1,1,1
c4_2_2_2_3_1_1,c4_2_2_2_3_1,26.5C: Measuring & testing equipment,1,1,1,1,1
c4_2_2_2_3_1_2,c4_2_2_2_3_1,26.7C: Other optical instruments,1,1,1,1,1
c4_2_2_2_3_1_3,c4_2_2_2_3_1,"28.2M: Levels, tape measures etc",1,1,1,1,1
c4_2_2_2_3_1_4,c4_2_2_2_3_1,28.9K: Machines for balancing mechanical parts,1,1,1,1,1
c4_2_2_2_3_1_5,c4_2_2_2_3_1,32.5C: Medical instruments n.e.s,1,1,1,1,1
c4_2_2_2_3_1_6,c4_2_2_2_3_1,"32.9B: Breathing appliances, gas masks & demonstration models",1,1,1,1,1
c4_2_2_2_3_2,c4_2_2_2_3,88K: Photographic & optical goods & clocks (capital),1,1,1,1,1
c4_2_2_2_3_2_1,c4_2_2_2_3_2,26.5F: Industrial clocks,1,1,1,1,1
c4_2_2_2_3_2_2,c4_2_2_2_3_2,26.7F: Cinematographic cameras & projectors,1,1,1,1,1
c4_2_2_3,c4_2_2,8O: Other manufactures,1,1,1,1,1
c4_2_2_3_1,c4_2_2_3,896: Works of art,1,1,1,1,1
c4_2_2_3_1_1,c4_2_2_3_1,90.0: Paintings & sculptures,1,1,1,1,1
c4_2_2_3_1_2,c4_2_2_3_1,91.0: Antiques & collections,1,1,1,1,1
c4_2_2_3_2,c4_2_2_3,897C: Jewellery,1,1,1,1,1
c4_2_2_3_2_1,c4_2_2_3_2,32.1D: Jewellery,1,1,1,1,1
c4_2_2_3_3,c4_2_2_3,8OC: Other miscellaneous manufactures (consumer),1,1,1,1,1
c4_2_2_3_3_1,c4_2_2_3_3,"81C: Plumbing, heating & lighting fixtures (consumer)",1,1,1,1,1
c4_2_2_3_3_1_1,c4_2_2_3_3_1,27.4C: Table & floor-standing lamps,1,1,1,1,1
c4_2_2_3_3_2,c4_2_2_3_3,82C: Furniture (consumer),1,1,1,1,1
c4_2_2_3_3_2_1,c4_2_2_3_3_2,31.0A: Household furniture,1,1,1,1,1
c4_2_2_3_3_2_2,c4_2_2_3_3_2,"13.9C: Cushions, pillows, quilts etc",1,1,1,1,1
c4_2_2_3_3_3,c4_2_2_3_3,"83: Travel goods, handbags etc",1,1,1,1,1
c4_2_2_3_3_3_1,c4_2_2_3_3_3,"15.1B: Travel goods, handbags etc",1,1,1,1,1
c4_2_2_3_3_4,c4_2_2_3_3,89OC: Other manufactures (consumer),1,1,1,1,1
c4_2_2_3_3_4_1,c4_2_2_3_3_4,13.9E: Powder puffs,1,1,1,1,1
c4_2_2_3_3_4_2,c4_2_2_3_3_4,"16.2E: Basketware, wickerwork & other articles of plaiting materials",1,1,1,1,1
c4_2_2_3_3_4_3,c4_2_2_3_3_4,20.5E: Matches,1,1,1,1,1
c4_2_2_3_3_4_4,c4_2_2_3_3_4,22.2G: Other plastic articles,1,1,1,1,1
c4_2_2_3_3_4_5,c4_2_2_3_3_4,26.2D: Solid-state non-volatile storage devices,1,1,1,1,1
c4_2_2_3_3_4_6,c4_2_2_3_3_4,26.4D: Video game consoles,1,1,1,1,1
c4_2_2_3_3_4_7,c4_2_2_3_3_4,26.6C: Hearing aids & pacemakers,1,1,1,1,1
c4_2_2_3_3_4_8,c4_2_2_3_3_4,26.8: Magnetic & optical media,1,1,1,1,1
c4_2_2_3_3_4_9,c4_2_2_3_3_4,"27.3C: Plastic ducting, trunking & cable trays for electrical circuits",1,1,1,1,1
c4_2_2_3_3_4_10,c4_2_2_3_3_4,27.4E: Christmas lights,1,1,1,1,1
c4_2_2_3_3_4_11,c4_2_2_3_3_4,30.9D: Baby carriages,1,1,1,1,1
c4_2_2_3_3_4_12,c4_2_2_3_3_4,32.2A: Musical instruments,1,1,1,1,1
c4_2_2_3_3_4_13,c4_2_2_3_3_4,32.3B: Sports goods,1,1,1,1,1
c4_2_2_3_3_4_14,c4_2_2_3_3_4,32.4A: Consumer games & toys,1,1,1,1,1
c4_2_2_3_3_4_15,c4_2_2_3_3_4,32.5F: Orthopaedic appliances,1,1,1,1,1
c4_2_2_3_3_4_16,c4_2_2_3_3_4,32.9C: Other manufactured consumer articles,1,1,1,1,1
c4_2_2_3_3_4_17,c4_2_2_3_3_4,58.1A: Consumer printed matter,1,1,1,1,1
c4_2_2_3_3_4_18,c4_2_2_3_3_4,58.2: Packaged computer software,1,1,1,1,1
c4_2_2_3_3_4_19,c4_2_2_3_3_4,59.1B: Video recordings,1,1,1,1,1
c4_2_2_3_3_4_20,c4_2_2_3_3_4,59.2: Audio recordings & printed music,1,1,1,1,1
c4_2_2_3_4,c4_2_2_3,8OI: Other miscellaneous manufactures (intermediate),1,1,1,1,1
c4_2_2_3_4_1,c4_2_2_3_4,"81I: Plumbing, heating & lighting fixtures (intermediate)",1,1,1,1,1
c4_2_2_3_4_1_1,c4_2_2_3_4_1,16.2C: Prefabricated buildings of wood,1,1,1,1,1
c4_2_2_3_4_1_2,c4_2_2_3_4_1,22.2D: Plastic parts of lamps,1,1,1,1,1
c4_2_2_3_4_1_3,c4_2_2_3_4_1,23.1D: Glass parts of lamps,1,1,1,1,1
c4_2_2_3_4_1_4,c4_2_2_3_4_1,23.4D: Ceramic sanitary fixtures,1,1,1,1,1
c4_2_2_3_4_1_5,c4_2_2_3_4_1,23.6C: Prefabricated buildings of concrete,1,1,1,1,1
c4_2_2_3_4_1_6,c4_2_2_3_4_1,25.1B: Prefrabricated buildings of metal,1,1,1,1,1
c4_2_2_3_4_1_7,c4_2_2_3_4_1,25.2C: Parts of central heating boilers,1,1,1,1,1
c4_2_2_3_4_1_8,c4_2_2_3_4_1,27.4D: Other lamps,1,1,1,1,1
c4_2_2_3_4_2,c4_2_2_3_4,82I: Furniture (intermediate),1,1,1,1,1
c4_2_2_3_4_2_1,c4_2_2_3_4_2,29.3C: Seats for motor vehicles,1,1,1,1,1
c4_2_2_3_4_2_2,c4_2_2_3_4_2,30.3C: Seats for aircraft,1,1,1,1,1
c4_2_2_3_4_2_3,c4_2_2_3_4_2,31.0C: Parts of assets,1,1,1,1,1
c4_2_2_3_4_3,c4_2_2_3_4,89I: Other manufactures (intermediate),1,1,1,1,1
c4_2_2_3_4_3_1,c4_2_2_3_4_3,10.1G: Worked bird skins & feathers,1,1,1,1,1
c4_2_2_3_4_3_2,c4_2_2_3_4_3,13.9F: Parachutes,1,1,1,1,1
c4_2_2_3_4_3_3,c4_2_2_3_4_3,16.2F: Handles for umbrellas & walking sticks,1,1,1,1,1
c4_2_2_3_4_3_4,c4_2_2_3_4_3,17.2C: Paper labels,1,1,1,1,1
c4_2_2_3_4_3_5,c4_2_2_3_4_3,20.5F: Writing & drawing ink,1,1,1,1,1
c4_2_2_3_4_3_6,c4_2_2_3_4_3,"22.2H: Plastic packing goods, floor coverings, office supplies etc",1,1,1,1,1
c4_2_2_3_4_3_7,c4_2_2_3_4_3,25.9E: Metal office supplies,1,1,1,1,1
c4_2_2_3_4_3_8,c4_2_2_3_4_3,32.2B: Musical accessories & parts of musical instruments,1,1,1,1,1
c4_2_2_3_4_3_9,c4_2_2_3_4_3,32.9E: Other manufactured articles,1,1,1,1,1
c4_2_2_3_4_3_10,c4_2_2_3_4_3,58.1B: Commercial printed matter,1,1,1,1,1
c4_2_2_3_4_3_11,c4_2_2_3_4_3,71.1: Architectural plans & drawings,1,1,1,1,1
c4_2_2_3_5,c4_2_2_3,8OK: Other miscellaneous manufactures (capital),1,1,1,1,1
c4_2_2_3_5_1,c4_2_2_3_5,"81K: Plumbing, heating & lighting fixtures (capital)",1,1,1,1,1
c4_2_2_3_5_1_1,c4_2_2_3_5_1,25.2B: Central heating radiators & boilers,1,1,1,1,1
c4_2_2_3_5_1_2,c4_2_2_3_5_1,27.5G: Non-electric air heaters,1,1,1,1,1
c4_2_2_3_5_2,c4_2_2_3_5,82K: Furniture (capital),1,1,1,1,1
c4_2_2_3_5_2_1,c4_2_2_3_5_2,31.0B: Office furniture,1,1,1,1,1
c4_2_2_3_5_3,c4_2_2_3_5,89K: Other manufactures (capital),1,1,1,1,1
c4_2_2_3_5_3_1,c4_2_2_3_5_3,24.4F: Platinum catalysts,1,1,1,1,1
c4_2_2_3_5_3_2,c4_2_2_3_5_3,25.9D: Metal office equipment,1,1,1,1,1
c4_2_2_3_5_3_3,c4_2_2_3_5_3,26.1D: Smart cards,1,1,1,1,1
c4_2_2_3_5_3_4,c4_2_2_3_5_3,"28.9L: Fairground amusements, casino tables etc",1,1,1,1,1
c4_2_2_3_5_3_5,c4_2_2_3_5_3,32.1E: Other articles of precious metal,1,1,1,1,1
c4_2_2_3_5_3_6,c4_2_2_3_5_3,32.4B: Amusement arcade games,1,1,1,1,1
c4_2_2_3_5_3_7,c4_2_2_3_5_3,32.9D: Tailors' dummies,1,1,1,1,1
c5,c0,9: Unspecified goods,1,1,1,1,1
c5_1,c5,91: Parcel Post,1,1,1,1,1
c5_1_1,c5_1,13.9P: Other textiles (Post),1,1,1,1,1
c5_1_2,c5_1,14.1P: Other wearing apparel (Post),1,1,1,1,1
c5_1_3,c5_1,22.2P: Other plastic products (Post),1,1,1,1,1
c5_1_4,c5_1,25.9P: Other fabricated metal products (Post),1,1,1,1,1
c5_1_5,c5_1,26.2P: Other computers & peripherals (Post),1,1,1,1,1
c5_1_6,c5_1,26.3P: Other communication equipment (Post),1,1,1,1,1
c5_1_7,c5_1,"26.5P: Other M, T & N equipment, watches and clocks (Post)",1,1,1,1,1
c5_1_8,c5_1,29.3P: Other motor vehicle parts & accessories (Post),1,1,1,1,1
c5_1_9,c5_1,32.1P: Other jewellery and related articles (Post),1,1,1,1,1
c5_1_10,c5_1,32.5P: Other medical & dental I&S (Post),1,1,1,1,1
c5_2,c5,9OG: Miscellaneous unspecified goods,1,1,1,1,1
c5_2_1,c5_2,96: Coins,1,1,1,1,1
c5_2_1_1,c5_2_1,32.1F: Coins,1,1,1,1,1
c5_2_2,c5_2,97: Non-monetary gold,1,1,1,1,1
c5_2_2_1,c5_2_2,24.4G: Non-monetary gold,1,1,1,1,1
c5_2_2_2,c5_2_2,38.1R: Gold waste,1,1,1,1,1
c5_2_3,c5_2,98: Defence equipment,1,1,1,1,1
c5_2_3_1,c5_2_3,25.4: Weapons & ammunition,1,1,1,1,1
c5_2_3_2,c5_2_3,"25.7C: Swords, bayonets etc",1,1,1,1,1
c5_2_3_3,c5_2_3,30.4: Military fighting vehicles,1,1,1,1,1
